idp_num,pheno,ukb_id,idp_short_name,cat_num,category,description,h2,h2_se
1175,1175,27295,aparc-DKTatlas_rh_thickness_supramarginal,3,cortical thickness,Mean thickness of supramarginal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,0.205,0.0227
1176,1176,27296,aparc-DKTatlas_rh_thickness_transversetemporal,3,cortical thickness,Mean thickness of transversetemporal in the right hemisphere generated by parcellation of the white surface using DKT parcellation,0.152,0.0211
1177,1177,27297,aparc-DKTatlas_rh_thickness_insula,3,cortical thickness,Mean thickness of insula in the right hemisphere generated by parcellation of the white surface using DKT parcellation,0.189,0.0223
1178,1178,27403,aparc-a2009s_lh_thickness_G+S-frontomargin,3,cortical thickness,Mean thickness of G+S-frontomargin in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.108,0.0156
1179,1179,27404,aparc-a2009s_lh_thickness_G+S-occipital-inf,3,cortical thickness,Mean thickness of G+S-occipital-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.146,0.0186
1180,1180,27405,aparc-a2009s_lh_thickness_G+S-paracentral,3,cortical thickness,Mean thickness of G+S-paracentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.18,0.0175
1181,1181,27406,aparc-a2009s_lh_thickness_G+S-subcentral,3,cortical thickness,Mean thickness of G+S-subcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.21,0.0205
1182,1182,27407,aparc-a2009s_lh_thickness_G+S-transv-frontopol,3,cortical thickness,Mean thickness of G+S-transv-frontopol in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.112,0.0165
1183,1183,27408,aparc-a2009s_lh_thickness_G+S-cingul-Ant,3,cortical thickness,Mean thickness of G+S-cingul-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.132,0.0183
1184,1184,27409,aparc-a2009s_lh_thickness_G+S-cingul-Mid-Ant,3,cortical thickness,Mean thickness of G+S-cingul-Mid-Ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0728,0.0169
1185,1185,27410,aparc-a2009s_lh_thickness_G+S-cingul-Mid-Post,3,cortical thickness,Mean thickness of G+S-cingul-Mid-Post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.141,0.0177
1186,1186,27411,aparc-a2009s_lh_thickness_G-cingul-Post-dorsal,3,cortical thickness,Mean thickness of G-cingul-Post-dorsal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.139,0.0171
1187,1187,27412,aparc-a2009s_lh_thickness_G-cingul-Post-ventral,3,cortical thickness,Mean thickness of G-cingul-Post-ventral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.119,0.017
1188,1188,27413,aparc-a2009s_lh_thickness_G-cuneus,3,cortical thickness,Mean thickness of G-cuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.19,0.0176
1189,1189,27414,aparc-a2009s_lh_thickness_G-front-inf-Opercular,3,cortical thickness,Mean thickness of G-front-inf-Opercular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.151,0.0182
1190,1190,27415,aparc-a2009s_lh_thickness_G-front-inf-Orbital,3,cortical thickness,Mean thickness of G-front-inf-Orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.104,0.0164
1191,1191,27416,aparc-a2009s_lh_thickness_G-front-inf-Triangul,3,cortical thickness,Mean thickness of G-front-inf-Triangul in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.162,0.0178
1192,1192,27417,aparc-a2009s_lh_thickness_G-front-middle,3,cortical thickness,Mean thickness of G-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.211,0.0205
1193,1193,27418,aparc-a2009s_lh_thickness_G-front-sup,3,cortical thickness,Mean thickness of G-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.22,0.0228
1194,1194,27419,aparc-a2009s_lh_thickness_G-Ins-lg+S-cent-ins,3,cortical thickness,Mean thickness of G-Ins-lg+S-cent-ins in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0923,0.0154
1195,1195,27420,aparc-a2009s_lh_thickness_G-insular-short,3,cortical thickness,Mean thickness of G-insular-short in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0837,0.0144
1196,1196,27421,aparc-a2009s_lh_thickness_G-occipital-middle,3,cortical thickness,Mean thickness of G-occipital-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.144,0.0175
1197,1197,27422,aparc-a2009s_lh_thickness_G-occipital-sup,3,cortical thickness,Mean thickness of G-occipital-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.14,0.0175
1198,1198,27423,aparc-a2009s_lh_thickness_G-oc-temp-lat-fusifor,3,cortical thickness,Mean thickness of G-oc-temp-lat-fusifor in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.139,0.0201
1199,1199,27424,aparc-a2009s_lh_thickness_G-oc-temp-med-Lingual,3,cortical thickness,Mean thickness of G-oc-temp-med-Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.169,0.0184
1200,1200,27425,aparc-a2009s_lh_thickness_G-oc-temp-med-Parahip,3,cortical thickness,Mean thickness of G-oc-temp-med-Parahip in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.138,0.0182
1201,1201,27426,aparc-a2009s_lh_thickness_G-orbital,3,cortical thickness,Mean thickness of G-orbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.121,0.0158
1202,1202,27427,aparc-a2009s_lh_thickness_G-pariet-inf-Angular,3,cortical thickness,Mean thickness of G-pariet-inf-Angular in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.163,0.0191
1203,1203,27428,aparc-a2009s_lh_thickness_G-pariet-inf-Supramar,3,cortical thickness,Mean thickness of G-pariet-inf-Supramar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.192,0.0224
1204,1204,27429,aparc-a2009s_lh_thickness_G-parietal-sup,3,cortical thickness,Mean thickness of G-parietal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.175,0.0184
1205,1205,27430,aparc-a2009s_lh_thickness_G-postcentral,3,cortical thickness,Mean thickness of G-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.179,0.0193
1206,1206,27431,aparc-a2009s_lh_thickness_G-precentral,3,cortical thickness,Mean thickness of G-precentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.183,0.0219
1207,1207,27432,aparc-a2009s_lh_thickness_G-precuneus,3,cortical thickness,Mean thickness of G-precuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.192,0.02
1208,1208,27433,aparc-a2009s_lh_thickness_G-rectus,3,cortical thickness,Mean thickness of G-rectus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0939,0.0173
1209,1209,27434,aparc-a2009s_lh_thickness_G-subcallosal,3,cortical thickness,Mean thickness of G-subcallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.106,0.0175
1210,1210,27435,aparc-a2009s_lh_thickness_G-temp-sup-G-T-transv,3,cortical thickness,Mean thickness of G-temp-sup-G-T-transv in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.167,0.0178
1211,1211,27436,aparc-a2009s_lh_thickness_G-temp-sup-Lateral,3,cortical thickness,Mean thickness of G-temp-sup-Lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.203,0.0199
1212,1212,27437,aparc-a2009s_lh_thickness_G-temp-sup-Plan-polar,3,cortical thickness,Mean thickness of G-temp-sup-Plan-polar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0887,0.0158
1213,1213,27438,aparc-a2009s_lh_thickness_G-temp-sup-Plan-tempo,3,cortical thickness,Mean thickness of G-temp-sup-Plan-tempo in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.147,0.021
1214,1214,27439,aparc-a2009s_lh_thickness_G-temporal-inf,3,cortical thickness,Mean thickness of G-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.114,0.0157
1215,1215,27440,aparc-a2009s_lh_thickness_G-temporal-middle,3,cortical thickness,Mean thickness of G-temporal-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.15,0.0172
1216,1216,27441,aparc-a2009s_lh_thickness_Lat-Fis-ant-Horizont,3,cortical thickness,Mean thickness of Lat-Fis-ant-Horizont in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.1,0.015
1217,1217,27442,aparc-a2009s_lh_thickness_Lat-Fis-ant-Vertical,3,cortical thickness,Mean thickness of Lat-Fis-ant-Vertical in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0736,0.0143
1218,1218,27443,aparc-a2009s_lh_thickness_Lat-Fis-post,3,cortical thickness,Mean thickness of Lat-Fis-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.21,0.0235
1219,1219,27444,aparc-a2009s_lh_thickness_Pole-occipital,3,cortical thickness,Mean thickness of Pole-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.119,0.0161
1220,1220,27445,aparc-a2009s_lh_thickness_Pole-temporal,3,cortical thickness,Mean thickness of Pole-temporal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0972,0.0158
1221,1221,27446,aparc-a2009s_lh_thickness_S-calcarine,3,cortical thickness,Mean thickness of S-calcarine in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.14,0.0169
1222,1222,27447,aparc-a2009s_lh_thickness_S-central,3,cortical thickness,Mean thickness of S-central in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.155,0.0184
1223,1223,27448,aparc-a2009s_lh_thickness_S-cingul-Marginalis,3,cortical thickness,Mean thickness of S-cingul-Marginalis in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.123,0.019
1224,1224,27449,aparc-a2009s_lh_thickness_S-circular-insula-ant,3,cortical thickness,Mean thickness of S-circular-insula-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0646,0.0145
1225,1225,27450,aparc-a2009s_lh_thickness_S-circular-insula-inf,3,cortical thickness,Mean thickness of S-circular-insula-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.137,0.0197
1226,1226,27451,aparc-a2009s_lh_thickness_S-circular-insula-sup,3,cortical thickness,Mean thickness of S-circular-insula-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.159,0.0201
1227,1227,27452,aparc-a2009s_lh_thickness_S-collat-transv-ant,3,cortical thickness,Mean thickness of S-collat-transv-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.072,0.0161
1228,1228,27453,aparc-a2009s_lh_thickness_S-collat-transv-post,3,cortical thickness,Mean thickness of S-collat-transv-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.114,0.018
1229,1229,27454,aparc-a2009s_lh_thickness_S-front-inf,3,cortical thickness,Mean thickness of S-front-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.174,0.0181
1230,1230,27455,aparc-a2009s_lh_thickness_S-front-middle,3,cortical thickness,Mean thickness of S-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.118,0.0158
1231,1231,27456,aparc-a2009s_lh_thickness_S-front-sup,3,cortical thickness,Mean thickness of S-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.188,0.0221
1232,1232,27457,aparc-a2009s_lh_thickness_S-interm-prim-Jensen,3,cortical thickness,Mean thickness of S-interm-prim-Jensen in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0543,0.0147
1233,1233,27458,aparc-a2009s_lh_thickness_S-intrapariet+P-trans,3,cortical thickness,Mean thickness of S-intrapariet+P-trans in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.178,0.0184
1234,1234,27459,aparc-a2009s_lh_thickness_S-oc-middle+Lunatus,3,cortical thickness,Mean thickness of S-oc-middle+Lunatus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.105,0.0162
1235,1235,27460,aparc-a2009s_lh_thickness_S-oc-sup+transversal,3,cortical thickness,Mean thickness of S-oc-sup+transversal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.162,0.0184
1236,1236,27461,aparc-a2009s_lh_thickness_S-occipital-ant,3,cortical thickness,Mean thickness of S-occipital-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0826,0.016
1237,1237,27462,aparc-a2009s_lh_thickness_S-oc-temp-lat,3,cortical thickness,Mean thickness of S-oc-temp-lat in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.112,0.0157
1238,1238,27463,aparc-a2009s_lh_thickness_S-oc-temp-med+Lingual,3,cortical thickness,Mean thickness of S-oc-temp-med+Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.207,0.0172
1239,1239,27464,aparc-a2009s_lh_thickness_S-orbital-lateral,3,cortical thickness,Mean thickness of S-orbital-lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0534,0.0162
1240,1240,27465,aparc-a2009s_lh_thickness_S-orbital-med-olfact,3,cortical thickness,Mean thickness of S-orbital-med-olfact in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.11,0.016
1241,1241,27466,aparc-a2009s_lh_thickness_S-orbital-H-Shaped,3,cortical thickness,Mean thickness of S-orbital-H-Shaped in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.115,0.0166
1242,1242,27467,aparc-a2009s_lh_thickness_S-parieto-occipital,3,cortical thickness,Mean thickness of S-parieto-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.155,0.0181
1243,1243,27468,aparc-a2009s_lh_thickness_S-pericallosal,3,cortical thickness,Mean thickness of S-pericallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.164,0.0177
1244,1244,27469,aparc-a2009s_lh_thickness_S-postcentral,3,cortical thickness,Mean thickness of S-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.149,0.0184
1245,1245,27470,aparc-a2009s_lh_thickness_S-precentral-inf-part,3,cortical thickness,Mean thickness of S-precentral-inf-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.156,0.0177
1246,1246,27471,aparc-a2009s_lh_thickness_S-precentral-sup-part,3,cortical thickness,Mean thickness of S-precentral-sup-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.154,0.0173
1247,1247,27472,aparc-a2009s_lh_thickness_S-suborbital,3,cortical thickness,Mean thickness of S-suborbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0832,0.0157
1248,1248,27473,aparc-a2009s_lh_thickness_S-subparietal,3,cortical thickness,Mean thickness of S-subparietal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.136,0.015
1249,1249,27474,aparc-a2009s_lh_thickness_S-temporal-inf,3,cortical thickness,Mean thickness of S-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.103,0.0162
1250,1250,27475,aparc-a2009s_lh_thickness_S-temporal-sup,3,cortical thickness,Mean thickness of S-temporal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.15,0.0187
1251,1251,27476,aparc-a2009s_lh_thickness_S-temporal-transverse,3,cortical thickness,Mean thickness of S-temporal-transverse in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.148,0.0172
1252,1252,27625,aparc-a2009s_rh_thickness_G+S-frontomargin,3,cortical thickness,Mean thickness of G+S-frontomargin in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0928,0.0149
1253,1253,27626,aparc-a2009s_rh_thickness_G+S-occipital-inf,3,cortical thickness,Mean thickness of G+S-occipital-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.144,0.0195
1254,1254,27627,aparc-a2009s_rh_thickness_G+S-paracentral,3,cortical thickness,Mean thickness of G+S-paracentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.168,0.0195
1255,1255,27628,aparc-a2009s_rh_thickness_G+S-subcentral,3,cortical thickness,Mean thickness of G+S-subcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.198,0.0191
1256,1256,27629,aparc-a2009s_rh_thickness_G+S-transv-frontopol,3,cortical thickness,Mean thickness of G+S-transv-frontopol in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.111,0.0149
1257,1257,27630,aparc-a2009s_rh_thickness_G+S-cingul-Ant,3,cortical thickness,Mean thickness of G+S-cingul-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.13,0.0187
1258,1258,27631,aparc-a2009s_rh_thickness_G+S-cingul-Mid-Ant,3,cortical thickness,Mean thickness of G+S-cingul-Mid-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.096,0.0175
1259,1259,27632,aparc-a2009s_rh_thickness_G+S-cingul-Mid-Post,3,cortical thickness,Mean thickness of G+S-cingul-Mid-Post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.131,0.0183
1260,1260,27633,aparc-a2009s_rh_thickness_G-cingul-Post-dorsal,3,cortical thickness,Mean thickness of G-cingul-Post-dorsal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.129,0.0176
1261,1261,27634,aparc-a2009s_rh_thickness_G-cingul-Post-ventral,3,cortical thickness,Mean thickness of G-cingul-Post-ventral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.121,0.0173
1262,1262,27635,aparc-a2009s_rh_thickness_G-cuneus,3,cortical thickness,Mean thickness of G-cuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.162,0.0184
1263,1263,27636,aparc-a2009s_rh_thickness_G-front-inf-Opercular,3,cortical thickness,Mean thickness of G-front-inf-Opercular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.146,0.0175
1264,1264,27637,aparc-a2009s_rh_thickness_G-front-inf-Orbital,3,cortical thickness,Mean thickness of G-front-inf-Orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.106,0.0183
1265,1265,27638,aparc-a2009s_rh_thickness_G-front-inf-Triangul,3,cortical thickness,Mean thickness of G-front-inf-Triangul in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.144,0.0177
1266,1266,27639,aparc-a2009s_rh_thickness_G-front-middle,3,cortical thickness,Mean thickness of G-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.177,0.0188
1267,1267,27640,aparc-a2009s_rh_thickness_G-front-sup,3,cortical thickness,Mean thickness of G-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.223,0.0206
1268,1268,27641,aparc-a2009s_rh_thickness_G-Ins-lg+S-cent-ins,3,cortical thickness,Mean thickness of G-Ins-lg+S-cent-ins in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0986,0.0162
1269,1269,27642,aparc-a2009s_rh_thickness_G-insular-short,3,cortical thickness,Mean thickness of G-insular-short in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.106,0.0151
1270,1270,27643,aparc-a2009s_rh_thickness_G-occipital-middle,3,cortical thickness,Mean thickness of G-occipital-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.149,0.0187
1271,1271,27644,aparc-a2009s_rh_thickness_G-occipital-sup,3,cortical thickness,Mean thickness of G-occipital-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.133,0.0162
1272,1272,27645,aparc-a2009s_rh_thickness_G-oc-temp-lat-fusifor,3,cortical thickness,Mean thickness of G-oc-temp-lat-fusifor in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.14,0.0205
1273,1273,27646,aparc-a2009s_rh_thickness_G-oc-temp-med-Lingual,3,cortical thickness,Mean thickness of G-oc-temp-med-Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.16,0.019
1274,1274,27647,aparc-a2009s_rh_thickness_G-oc-temp-med-Parahip,3,cortical thickness,Mean thickness of G-oc-temp-med-Parahip in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.097,0.0171
1275,1275,27648,aparc-a2009s_rh_thickness_G-orbital,3,cortical thickness,Mean thickness of G-orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.103,0.018
1276,1276,27649,aparc-a2009s_rh_thickness_G-pariet-inf-Angular,3,cortical thickness,Mean thickness of G-pariet-inf-Angular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.175,0.0203
1277,1277,27650,aparc-a2009s_rh_thickness_G-pariet-inf-Supramar,3,cortical thickness,Mean thickness of G-pariet-inf-Supramar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.189,0.021
1278,1278,27651,aparc-a2009s_rh_thickness_G-parietal-sup,3,cortical thickness,Mean thickness of G-parietal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.144,0.0188
1279,1279,27652,aparc-a2009s_rh_thickness_G-postcentral,3,cortical thickness,Mean thickness of G-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.174,0.0214
1280,1280,27653,aparc-a2009s_rh_thickness_G-precentral,3,cortical thickness,Mean thickness of G-precentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.174,0.0196
1281,1281,27654,aparc-a2009s_rh_thickness_G-precuneus,3,cortical thickness,Mean thickness of G-precuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.193,0.0205
1282,1282,27655,aparc-a2009s_rh_thickness_G-rectus,3,cortical thickness,Mean thickness of G-rectus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.081,0.0156
1283,1283,27656,aparc-a2009s_rh_thickness_G-subcallosal,3,cortical thickness,Mean thickness of G-subcallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0447,0.0171
1284,1284,27657,aparc-a2009s_rh_thickness_G-temp-sup-G-T-transv,3,cortical thickness,Mean thickness of G-temp-sup-G-T-transv in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.162,0.0212
1285,1285,27658,aparc-a2009s_rh_thickness_G-temp-sup-Lateral,3,cortical thickness,Mean thickness of G-temp-sup-Lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.197,0.0192
1286,1286,27659,aparc-a2009s_rh_thickness_G-temp-sup-Plan-polar,3,cortical thickness,Mean thickness of G-temp-sup-Plan-polar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0958,0.0158
1287,1287,27660,aparc-a2009s_rh_thickness_G-temp-sup-Plan-tempo,3,cortical thickness,Mean thickness of G-temp-sup-Plan-tempo in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.168,0.0201
1288,1288,27661,aparc-a2009s_rh_thickness_G-temporal-inf,3,cortical thickness,Mean thickness of G-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.145,0.0172
1289,1289,27662,aparc-a2009s_rh_thickness_G-temporal-middle,3,cortical thickness,Mean thickness of G-temporal-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.181,0.0198
1290,1290,27663,aparc-a2009s_rh_thickness_Lat-Fis-ant-Horizont,3,cortical thickness,Mean thickness of Lat-Fis-ant-Horizont in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.107,0.0164
1291,1291,27664,aparc-a2009s_rh_thickness_Lat-Fis-ant-Vertical,3,cortical thickness,Mean thickness of Lat-Fis-ant-Vertical in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0646,0.0133
1292,1292,27665,aparc-a2009s_rh_thickness_Lat-Fis-post,3,cortical thickness,Mean thickness of Lat-Fis-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.194,0.0242
1293,1293,27666,aparc-a2009s_rh_thickness_Pole-occipital,3,cortical thickness,Mean thickness of Pole-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.156,0.0177
1294,1294,27667,aparc-a2009s_rh_thickness_Pole-temporal,3,cortical thickness,Mean thickness of Pole-temporal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.111,0.0154
1295,1295,27668,aparc-a2009s_rh_thickness_S-calcarine,3,cortical thickness,Mean thickness of S-calcarine in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.152,0.0174
1296,1296,27669,aparc-a2009s_rh_thickness_S-central,3,cortical thickness,Mean thickness of S-central in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.138,0.0191
1297,1297,27670,aparc-a2009s_rh_thickness_S-cingul-Marginalis,3,cortical thickness,Mean thickness of S-cingul-Marginalis in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.132,0.0191
1298,1298,27671,aparc-a2009s_rh_thickness_S-circular-insula-ant,3,cortical thickness,Mean thickness of S-circular-insula-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.0999,0.0155
1299,1299,27672,aparc-a2009s_rh_thickness_S-circular-insula-inf,3,cortical thickness,Mean thickness of S-circular-insula-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.191,0.0237
1300,1300,27673,aparc-a2009s_rh_thickness_S-circular-insula-sup,3,cortical thickness,Mean thickness of S-circular-insula-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.174,0.0262
1301,1301,27674,aparc-a2009s_rh_thickness_S-collat-transv-ant,3,cortical thickness,Mean thickness of S-collat-transv-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.053,0.0153
1302,1302,27675,aparc-a2009s_rh_thickness_S-collat-transv-post,3,cortical thickness,Mean thickness of S-collat-transv-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.139,0.0159
1303,1303,27676,aparc-a2009s_rh_thickness_S-front-inf,3,cortical thickness,Mean thickness of S-front-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.149,0.0175
1304,1304,27677,aparc-a2009s_rh_thickness_S-front-middle,3,cortical thickness,Mean thickness of S-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation,0.132,0.0195
